image_id,label,fertilizer
201665.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201666.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201667.jpg,normal,
201668.jpg,normal,
201669.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201670.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201671.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201672.jpg,normal,
201673.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201674.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201675.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201676.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201677.jpg,normal,
201678.jpg,normal,
201679.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201680.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201681.jpg,normal,
201682.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201683.jpg,normal,
201684.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201685.jpg,normal,
201686.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201687.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201688.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201689.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201690.jpg,normal,
201691.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201692.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201693.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201694.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201695.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201696.jpg,normal,
201697.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201698.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201699.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201700.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201701.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201702.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201703.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201704.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201705.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201706.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201707.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201708.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201709.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201710.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201711.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201712.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201713.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201714.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201715.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201716.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201717.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201718.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201719.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201720.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201721.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201722.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201723.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201724.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201725.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201726.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201727.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201728.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201729.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201730.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201731.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201732.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201733.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201734.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201735.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201736.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201737.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201738.jpg,normal,
201739.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201740.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201741.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201742.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201743.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201744.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201745.jpg,normal,
201746.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201747.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201748.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201749.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201750.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201751.jpg,normal,
201752.jpg,normal,
201753.jpg,normal,
201754.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201755.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201756.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201757.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201758.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201759.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201760.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201761.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201762.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201763.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201764.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201765.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201766.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201767.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201768.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201769.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201770.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201771.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201772.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201773.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201774.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201775.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201776.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201777.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201778.jpg,normal,
201779.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201780.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201781.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201782.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201783.jpg,normal,
201784.jpg,normal,
201785.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201786.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201787.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201788.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201789.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201790.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201791.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201792.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201793.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201794.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201795.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201796.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201797.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201798.jpg,normal,
201799.jpg,normal,
201800.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201801.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201802.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201803.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201804.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201805.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201806.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201807.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201808.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201809.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201810.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201811.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201812.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201813.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201814.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201815.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201816.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201817.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201818.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201819.jpg,normal,
201820.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201821.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201822.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201823.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201824.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201825.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201826.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201827.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201828.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201829.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201830.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201831.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201832.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201833.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201834.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201835.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201836.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201837.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201838.jpg,normal,
201839.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201840.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201841.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201842.jpg,normal,
201843.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201844.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201845.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201846.jpg,normal,
201847.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201848.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201849.jpg,normal,
201850.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201851.jpg,normal,
201852.jpg,normal,
201853.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201854.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201855.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201856.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201857.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201858.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201859.jpg,normal,
201860.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201861.jpg,normal,
201862.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201863.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201864.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201865.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201866.jpg,normal,
201867.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201868.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201869.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201870.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201871.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201872.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201873.jpg,normal,
201874.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201875.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201876.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201877.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201878.jpg,normal,
201879.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201880.jpg,normal,
201881.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201882.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201883.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201884.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201885.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201886.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201887.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201888.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201889.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201890.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201891.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201892.jpg,downy_mildew,
201893.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201894.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201895.jpg,normal,
201896.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201897.jpg,normal,
201898.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201899.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201900.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201901.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201902.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201903.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201904.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201905.jpg,brown_spot,Zinc Sulfate (ZnSO₄) – 21% or 33% Zn
201906.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201907.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201908.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201909.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201910.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201911.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201912.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201913.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201914.jpg,normal,
201915.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201916.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201917.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201918.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201919.jpg,normal,
201920.jpg,normal,
201921.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201922.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201923.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201924.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201925.jpg,normal,
201926.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201927.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201928.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201929.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201930.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201931.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201932.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201933.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201934.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201935.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201936.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201937.jpg,normal,
201938.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201939.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201940.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201941.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201942.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201943.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201944.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201945.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201946.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201947.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201948.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201949.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201950.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201951.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201952.jpg,normal,
201953.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201954.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201955.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201956.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201957.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201958.jpg,normal,
201959.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201960.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201961.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201962.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201963.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201964.jpg,normal,
201965.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201966.jpg,normal,
201967.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201968.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201969.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201970.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201971.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201972.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201973.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201974.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201975.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201976.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201977.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201978.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201979.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201980.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201981.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201982.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201983.jpg,normal,
201984.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201985.jpg,normal,
